Doculect	Subfamily	ISO	ID	Glottolog	Longitude	Latitude	Concept	Form	Cognate_Class	Comment
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	SMOKE (n)	ətətsɨ	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	SMOKE (n)	tatãti	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	SMOKE (n)	hatatʃĩ	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	SMOKE (n)	tatatĩ	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	SMOKE (n)	tatatĩ	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	SMOKE (n)	tatʃĩ	1	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	SMOKE (n)	tataʒi	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	SMOKE (n)	tatanti	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	SMOKE (n)	tatatini	1	
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	SMOKE (n)	tatatini	1	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	SNAIL	taroβa		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	SNAIL	tʃarea	6	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	SNAIL	asɨʔa		
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	SNAIL	aire	7	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	SNAIL	βaloap	6	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	SNAIL	ii βaloʔa	6	
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	SNAIL	βaloa	6	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	SNAIL	koro-aa / oroo-aa	6	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	SNAIL	ɲõtɲ	5	
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	SNAIL	aruá		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	SNAIL	wareta	6	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	SNAIL	mukurerũ	4	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	SNAIL	kɨtã	2	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	SNAIL	taʃig	3	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	SNAIL	 urutza		
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	SNAIL	minuʔa		
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	SNAIL	hurugʷaʔi	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	SNAIL	hurugʷaʔi	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	SNAIL	uruwa	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	SNAIL	urugwa	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	SNAIL	uruá	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	SNAIL	ʒapuruʃita		
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	SNAIL	erugʷaja	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	SNAIL	jatɨta	7	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	SNAIL	urukʷa*	1	species
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	SNAIL	eβoʔi pe		
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	SNAIL	jatɨta	7	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	SNAIL	dʒatɨta		
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	SNAIL	maʃiraru		
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	SNAKE	majũ	1	
Ntogapíd (Itogapúk) †	Ramarana-Purubora	##?	nto	????	-61.66003	-10.452133	SNAKE	mwigána		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	SNAKE	tʃaat	6	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	SNAKE	ndat	6	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	SNAKE	haat	6	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	SNAKE	kʷatin	8	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	SNAKE	korĩpo	7	
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	SNAKE	mbaj	1	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	SNAKE	baj	1	
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	SNAKE	sobo	9	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	SNAKE	dʒibo	9	
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	SNAKE	baj	1	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	SNAKE	sobo	9	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	SNAKE	moroja		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	SNAKE	tʃat /sarə		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	SNAKE	huta	4	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	SNAKE	hutá	4	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	SNAKE	pəj	1	
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	SNAKE	pɨj	1	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	SNAKE	moj	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	SNAKE	moj	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	SNAKE	matʃia	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	SNAKE	mas	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	SNAKE	moj	1	
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	SNAKE	maj	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	SNAKE	moj	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	SNAKE	moz	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	SNAKE	mos	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	SNAKE	moj	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	SNAKE	modʒ	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	SNAKE	boʒa	1	
Tupi do Machado (Wirafed) †	Tupí-Guaraní	###	wir	????	-61.358125	-12.523397	SNAKE	mój	1	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	SNAKE	moj	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	SNAKE	maj	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	SNAKE	mayu	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	SNAKE	moj	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	SNAKE	moj	1	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	SNAKE	moj	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	SNAKE	moj	1	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	SNAKE	mo	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	SNAKE	mõj	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	SNAKE	maj	1	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	SNAKE	moj	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	SNAKE	moj	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	SNAKE	buja	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	SNAKE	bohi / boja	1	
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	SNAKE	boi	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	SNAKE	mboj	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	SNAKE	mbej	1	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	SNAKE	moɨ	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	SNAKE	moj	1	
Jorá	Tupí-Guaraní	jor	jor	jora1240	-63.21	-15.75	SNAKE	bi	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	SNAKE	moj	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	SNAKE	moj	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	SNAKE	moj	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	SNAKE	mebo	1	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	SNAKE	moj	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	SNAKE	mbói	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	SNAKE	mboj	1	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	SNAKE	moj	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	SNAKE	mujwasu	1	
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	SNAKE	muj	1	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	SNORE	ãpita kwak		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	SNORE	karará		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	SNORE	jabiota a õ		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	SNORE	hõhõ	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	SNORE	keramo	2	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	SNORE	keramur	2	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	SNORE	keramo	2	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	SNORE	amu		
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	SNORE	kiramu	2	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	SNORE	kiramu*	2	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	SNORE	itõrõrõ		
Jiahoi	Tupí-Guaraní	???	dia	diah1239	-62.27	-8.04	SNORE	itõrõrõ		
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	SNORE	kerembu	2	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	SNORE	kerabu	2	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	SNORE	kelamu	2	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	SNORE	amu	2	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	SNORE	keramu	2	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	SNORE	ambi / kararaŋ		
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	SNORE	kororon	2	
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	SNORE	kinãmpi	2	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	SNORE	apɨ̃imbu		
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	SNORE	kenãmu	2	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	SNORE	kéramu	2	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	SNORE	keramu	2	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	SNORE	keramu	2	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	SNORE	keramu	2	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	SNORE	keramu	2	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	SNORE	keramu	2	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	SNORE	kararã	3	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	SNORE	karõrõ	3	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	SON OF WOMAN	berwa		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	SON OF WOMAN	mẽpit	1 / 2	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	SON OF WOMAN	mẽpit	1 / 2	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	SON OF WOMAN	mẽmsit	1 / 2	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	SON OF WOMAN	mẽpit	1 / 2	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	SON OF WOMAN	mẽpit	1 / 2	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	SON OF WOMAN	dʒov / màpir / nètov / pabùga / bùgu	 / 1 /  / 	
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	SON OF WOMAN	mbag		
Matanau †	Mondé	?##	mat	????	-60.682	-5.336	SON OF WOMAN	tjehamiñãn		
Kabanae †	Mondé	?#?	kbn	????	-60.462	-5.199	SON OF WOMAN	mbaka		umbaka
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	SON OF WOMAN	mamoj		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	SON OF WOMAN	(s)ere		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	SON OF WOMAN	japɨka		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	SON OF WOMAN	pot		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	SON OF WOMAN	mabɨa		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	SON OF WOMAN	mempɨt	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	SON OF WOMAN	membɨt	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	SON OF WOMAN	memira	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	SON OF WOMAN	memɨ̃ra	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	SON OF WOMAN	memɨ̃	1	
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	SON OF WOMAN	memɨr	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	SON OF WOMAN	memɨr	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	SON OF WOMAN	memɨr	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	SON OF WOMAN	mendwir	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	SON OF WOMAN	aʔɨr	2	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	SON OF WOMAN	aʔɨr	2	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	SON OF WOMAN	aʔɨr	2	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	SON OF WOMAN	aʔɨr	2	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	SON OF WOMAN	aʔɨt	2	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	SON OF WOMAN	memɨ	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	SON OF WOMAN	mɨmɨra / atʃi	1	/ voc.
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	SON OF WOMAN	mebɨl	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	SON OF WOMAN	memɨsakile	1	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	SON OF WOMAN	bebɨt	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	SON OF WOMAN	mimi	1	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	SON OF WOMAN	memɨ	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	SON OF WOMAN	memɨrake	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	SON OF WOMAN	membɨra	1	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	SON OF WOMAN	memɨr	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	SON OF WOMAN	membir	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	SON OF WOMAN	mimbira	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	SON OF WOMAN	rahi		
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	SON OF WOMAN	jiti	3	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	SON OF WOMAN	membir	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	SON OF WOMAN	tjukʷaake	4	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	SON OF WOMAN	memi	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	SON OF WOMAN	memɨ	1	
Jorá	Tupí-Guaraní	jor	jor	jora1240	-63.21	-15.75	SON OF WOMAN	ʃiertʃi		
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	SON OF WOMAN	nembierojɨ	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	SON OF WOMAN	membɨ	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	SON OF WOMAN	membɨ	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	SON OF WOMAN	raɨ	2	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	SON OF WOMAN	memo	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	SON OF WOMAN	membɨ	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	SON OF WOMAN	membɨ	1	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	SON OF WOMAN	taʔɨ / membɨ	2 / 1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	SON OF WOMAN	mimɨra	1	
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	SON OF WOMAN	memɨra	1	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	SON OF MAN	berwa		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	SON OF MAN	tʃaɨp 	1 / 2	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	SON OF MAN	ndaɨp	1 / 2	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	SON OF MAN	(h)aʔɨp	1 / 2	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	SON OF MAN	taɨp	1 / 2	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	SON OF MAN	taɨp	1 / 2	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	SON OF MAN	dʒov / màpir / nètov / pabùga / bùgu	 / 1 /  / 	
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	SON OF MAN	mbag		
Matanau †	Mondé	?##	mat	????	-60.682	-5.336	SON OF MAN	tjehamiñãn		
Kabanae †	Mondé	?#?	kbn	????	-60.462	-5.199	SON OF MAN	mbaka		umbaka
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	SON OF MAN	mamoj		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	SON OF MAN	(s)ere		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	SON OF MAN	japɨka		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	SON OF MAN	pot		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	SON OF MAN	mabɨa		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	SON OF MAN	mempɨt	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	SON OF MAN	membɨt	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	SON OF MAN	memira	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	SON OF MAN	memɨ̃ra	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	SON OF MAN	memɨ̃	1	
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	SON OF MAN	memɨr	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	SON OF MAN	memɨr	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	SON OF MAN	memɨr	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	SON OF MAN	mendwir	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	SON OF MAN	aʔɨr	2	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	SON OF MAN	aʔɨr	2	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	SON OF MAN	aʔɨr	2	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	SON OF MAN	aʔɨr	2	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	SON OF MAN	aʔɨt	2	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	SON OF MAN	memɨ	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	SON OF MAN	mɨmɨra, taʔira / atɨ	1	/ voc.
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	SON OF MAN	mebɨl	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	SON OF MAN	memɨsakile	1	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	SON OF MAN	bebɨt	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	SON OF MAN	mimi	1	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	SON OF MAN	memɨ	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	SON OF MAN	memɨrake	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	SON OF MAN	membɨra	1	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	SON OF MAN	memɨr	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	SON OF MAN	membir	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	SON OF MAN	mimbira	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	SON OF MAN	rahi		
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	SON OF MAN	jiti	3	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	SON OF MAN	membir	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	SON OF MAN	tjukʷaake	4	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	SON OF MAN	memi	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	SON OF MAN	memɨ	1	
Jorá	Tupí-Guaraní	jor	jor	jora1240	-63.21	-15.75	SON OF MAN	ʃiertʃi		
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	SON OF MAN	nembierojɨ	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	SON OF MAN	membɨ	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	SON OF MAN	membɨ	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	SON OF MAN	raɨ	2	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	SON OF MAN	memo	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	SON OF MAN	membɨ	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	SON OF MAN	membɨ	1	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	SON OF MAN	taʔɨ / membɨ	2 / 1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	SON OF MAN	mimɨra	1	
